id,query,dimension_tuple_json,is_realistic_and_kept,notes_for_filtering
SYN122,need a quick no bake choclate dessert for tonight 🍨🍪,"{""occasion"":""dessert"",""author_style"":""Hetty McKinnon"",""ingredients"":[""chocolate"",""ice cream"",""cookies""],""cooking_method"":""no bake""}",1,
SYN123,"I'm looking for a tasty no bake treat with cookies and ice cream, Hetty's style plz!","{""occasion"":""dessert"",""author_style"":""Hetty McKinnon"",""ingredients"":[""chocolate"",""ice cream"",""cookies""],""cooking_method"":""no bake""}",1,
SYN124,choclate ice cream + cookies = ???? 😊 can u give me a no bake recipe?,"{""occasion"":""dessert"",""author_style"":""Hetty McKinnon"",""ingredients"":[""chocolate"",""ice cream"",""cookies""],""cooking_method"":""no bake""}",1,
SYN125,no bake goodnes: choc cookies and ice cream! help me het an easy Hetty McKinnon recipe please!,"{""occasion"":""dessert"",""author_style"":""Hetty McKinnon"",""ingredients"":[""chocolate"",""ice cream"",""cookies""],""cooking_method"":""no bake""}",1,
SYN126,"breakfast ideas with oats and banana, no cook plz!","{""occasion"":""breakfast"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""banana"",""dried fruit""],""cooking_method"":""no cook""}",1,
SYN127,any quick recipes using dried fruit and oats that don’t need cooking?,"{""occasion"":""breakfast"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""banana"",""dried fruit""],""cooking_method"":""no cook""}",1,
SYN128,"i need a simple breakfast recipe with oats, banana, and dried fruit","{""occasion"":""breakfast"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""banana"",""dried fruit""],""cooking_method"":""no cook""}",1,
SYN129,NO COOK breakfast that’s yummy? maybe with oats and some bananas?,"{""occasion"":""breakfast"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""banana"",""dried fruit""],""cooking_method"":""no cook""}",1,
SYN130,"looking for an easy no cook brekkie, got oats and dried fruit 😋","{""occasion"":""breakfast"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""banana"",""dried fruit""],""cooking_method"":""no cook""}",1,
SYN131,"Can u recommend a delish grilling recipe for dinner party? I have fish, zucchini, and quinoa 🤔","{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""fish"",""zuchini"",""quinoa""],""cooking_method"":""grilling""}",1,
SYN132,looking for a yotam ottolenghi style fish dish for a dinner party that uses zucchini and quinoa,"{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""fish"",""zuchini"",""quinoa""],""cooking_method"":""grilling""}",1,
SYN133,What's a Good GRILLED fish recipe using zucchini and QUIINOA for a dinner party?,"{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""fish"",""zuchini"",""quinoa""],""cooking_method"":""grilling""}",1,
SYN134,"need a recipe for dinner party – fish, zucchini, quiona all on the grill plzz","{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""fish"",""zuchini"",""quinoa""],""cooking_method"":""grilling""}",1,
SYN135,Can I get a suggestion for a dinner party? Something with fish and zuchinni that's grilled 😍,"{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""fish"",""zuchini"",""quinoa""],""cooking_method"":""grilling""}",1,
SYN136,Looking for a no-bake recipe with cabbage and tofu for my summer picnic! 🎉,"{""occasion"":""summer picnic"",""author_style"":""Eric Kim"",""ingredients"":[""cabbage"",""tofu"",""barley""],""cooking_method"":""no bake""}",1,
SYN137,"need a vegan dish for a picnic, something light with barley and cabbage","{""occasion"":""summer picnic"",""author_style"":""Eric Kim"",""ingredients"":[""cabbage"",""tofu"",""barley""],""cooking_method"":""no bake""}",1,
SYN138,Can you give me Eric Kim's style of cabbage tofu salad that doesn't need cooking?,"{""occasion"":""summer picnic"",""author_style"":""Eric Kim"",""ingredients"":[""cabbage"",""tofu"",""barley""],""cooking_method"":""no bake""}",1,
SYN139,"what's a good cold recipe with barley, tofu n cabbage for summer?","{""occasion"":""summer picnic"",""author_style"":""Eric Kim"",""ingredients"":[""cabbage"",""tofu"",""barley""],""cooking_method"":""no bake""}",1,
SYN140,"summer picnic meal idea, no bake please!!","{""occasion"":""summer picnic"",""author_style"":""Eric Kim"",""ingredients"":[""cabbage"",""tofu"",""barley""],""cooking_method"":""no bake""}",1,
SYN141,"hey! can you suggest a quick weeknight recipe with sweet potatoes, spinach and chicken?","{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""spinach"",""chicken""],""cooking_method"":""sautéing""}",1,
SYN142,looking for some easy sautéed chicken with spinch and sweets for a weeknight dinner,"{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""spinach"",""chicken""],""cooking_method"":""sautéing""}",1,
SYN143,"I need a yummy and easy recepie for chicken, spinach, and sweet potates, please!","{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""spinach"",""chicken""],""cooking_method"":""sautéing""}",1,
SYN144,"what's a good Hetty McKinnon style recipe for a weeknight meal with sweet potato, chicken, and spinach?","{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""spinach"",""chicken""],""cooking_method"":""sautéing""}",1,
SYN145,weeknight dinner ideas plz! 🍽️ sautéed chicken with sweet potato & spinach?? 🤔,"{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""spinach"",""chicken""],""cooking_method"":""sautéing""}",1,
SYN146,"Can you give me a Yotam Ottolenghi style brunch recipe using tomatoes, spinach, and pasta that involves roasting?","{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""tomato"",""pasta"",""spinach""],""cooking_method"":""roasting""}",1,
SYN147,"hey, looking for a nice roasTed dish for brunch with tomato and spinach? need a recipe inspired by yotam!","{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""tomato"",""pasta"",""spinach""],""cooking_method"":""roasting""}",1,
SYN148,"I want something yummy for brunch 😋 with tomato, spinach, and paasta that I can roast! any ideas?","{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""tomato"",""pasta"",""spinach""],""cooking_method"":""roasting""}",1,
SYN149,"plz help me find a roasted pasta recipe for brunch with tomato and spinach, maybe like Yotam would make?","{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""tomato"",""pasta"",""spinach""],""cooking_method"":""roasting""}",1,
SYN150,"need A fun brunch recipe using spinAche and tomato, and I want to roast everything. Thanks!","{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""tomato"",""pasta"",""spinach""],""cooking_method"":""roasting""}",1,
SYN151,looking for a dinner party recipe with sweet potato and chicken that i can roast,"{""occasion"":""dinner party"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""spinach"",""chicken"",""barley""],""cooking_method"":""roasting""}",1,
SYN152,"can u suggest a roasted chicken recipe with barley, sweet potato & spinach for my dinner gathering?","{""occasion"":""dinner party"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""spinach"",""chicken"",""barley""],""cooking_method"":""roasting""}",1,
SYN153,🤔 need an easy dinner idea for a party! something with spinach and barley maybe?,"{""occasion"":""dinner party"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""spinach"",""chicken"",""barley""],""cooking_method"":""roasting""}",1,
SYN154,"im hosting dinner and want a dish with sweet potatoes and chicken roasTed, any ideas?","{""occasion"":""dinner party"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""spinach"",""chicken"",""barley""],""cooking_method"":""roasting""}",1,
SYN155,"planning a dinner party, need a roAST recipe featuring chicken and spinach, help! 😅","{""occasion"":""dinner party"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""spinach"",""chicken"",""barley""],""cooking_method"":""roasting""}",1,
SYN156,any brunch ideas with asparagus and eggs?,"{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""asparagus"",""eggs"",""tomato"",""quinoa""],""cooking_method"":""sautéing""}",1,
SYN157,looking for a delish recipe with eggs quinoa & sautéed ASAP!,"{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""asparagus"",""eggs"",""tomato"",""quinoa""],""cooking_method"":""sautéing""}",1,
SYN158,"can u suggest me a brunch dish with tomato, asparagus and eggs pls?","{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""asparagus"",""eggs"",""tomato"",""quinoa""],""cooking_method"":""sautéing""}",1,
SYN159,i wanna make a yotam ottolenghi style brunch with quinoa and eggs but not sure how to sauté it right,"{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""asparagus"",""eggs"",""tomato"",""quinoa""],""cooking_method"":""sautéing""}",1,
SYN160,"BrUnCh recipes!!! 🥚🥗 something with asparagus, quinoa, and maybe tomato too? 🤔","{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""asparagus"",""eggs"",""tomato"",""quinoa""],""cooking_method"":""sautéing""}",1,
SYN161,"any easy no bake dessert recipes with chocolate, cake and ice cream plz??","{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""chocolate"",""cake"",""ice cream""],""cooking_method"":""no bake""}",1,
SYN162,looking for a chocolate cake ice cream dessert 🍰🍦 from Yotam Ottolenghi,"{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""chocolate"",""cake"",""ice cream""],""cooking_method"":""no bake""}",1,
SYN163,need to find a no bake cake recipe featuring chocolate and ice cream!,"{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""chocolate"",""cake"",""ice cream""],""cooking_method"":""no bake""}",1,
SYN164,do u have a choclate no bake dessert recipe I can try this weekend??,"{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""chocolate"",""cake"",""ice cream""],""cooking_method"":""no bake""}",1,
SYN165,cAn You giVe mE a rEcIpe for a Chocolaty dessert that has ice cream and cake and is no bake?,"{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""chocolate"",""cake"",""ice cream""],""cooking_method"":""no bake""}",1,
SYN166,"Looking for eric kim's summer picnic grill recipe using zucchini, beans, and kimchi","{""occasion"":""summer picnic"",""author_style"":""Eric Kim"",""ingredients"":[""zucchini"",""beans"",""kimchi""],""cooking_method"":""grilling""}",1,
SYN167,need a tasty recipe for grilling summer picnic food with zucchini and beans 🤤🍽️,"{""occasion"":""summer picnic"",""author_style"":""Eric Kim"",""ingredients"":[""zucchini"",""beans"",""kimchi""],""cooking_method"":""grilling""}",1,
SYN168,any grilled recipes for my summer picnic? I have zucchini and kimchi on hand,"{""occasion"":""summer picnic"",""author_style"":""Eric Kim"",""ingredients"":[""zucchini"",""beans"",""kimchi""],""cooking_method"":""grilling""}",1,
SYN169,what’s a good way to grill zuchini and beans for a picnic? Need something easy!,"{""occasion"":""summer picnic"",""author_style"":""Eric Kim"",""ingredients"":[""zucchini"",""beans"",""kimchi""],""cooking_method"":""grilling""}",1,
SYN170,need SUMMER picnic ideas with grilled beans and kimchi! Quick and easy pls,"{""occasion"":""summer picnic"",""author_style"":""Eric Kim"",""ingredients"":[""zucchini"",""beans"",""kimchi""],""cooking_method"":""grilling""}",1,
SYN171,what's a quick  no-cook dinner idea with tofu and rice?,"{""occasion"":""weeknight"",""author_style"":""Eric Kim"",""ingredients"":[""cabbage"",""tofu"",""rice""],""cooking_method"":""no cook""}",1,
SYN172,"need a fast weeknight meal with cabbage, tofu!!","{""occasion"":""weeknight"",""author_style"":""Eric Kim"",""ingredients"":[""cabbage"",""tofu"",""rice""],""cooking_method"":""no cook""}",1,
SYN173,easy dinner ideas for weekdays; cabbage & tofu?,"{""occasion"":""weeknight"",""author_style"":""Eric Kim"",""ingredients"":[""cabbage"",""tofu"",""rice""],""cooking_method"":""no cook""}",1,
SYN174,"i want something simple like rice and cabbage, no cook!","{""occasion"":""weeknight"",""author_style"":""Eric Kim"",""ingredients"":[""cabbage"",""tofu"",""rice""],""cooking_method"":""no cook""}",1,
SYN175,🥬 + 🍚 + tofu = dinner? something easy for weeknight pls!,"{""occasion"":""weeknight"",""author_style"":""Eric Kim"",""ingredients"":[""cabbage"",""tofu"",""rice""],""cooking_method"":""no cook""}",1,
SYN176,"Can I get a slow-cooked breakfast recipe with oats, spinach, and eggplant?","{""occasion"":""breakfast"",""author_style"":""Hetty McKinnon"",""ingredients"":[""oats"",""spinach"",""eggplant""],""cooking_method"":""slow cooking""}",1,
SYN177,looking for a hearty breakfast recipe 💚 slow cook oats with eggplant and spinach plz,"{""occasion"":""breakfast"",""author_style"":""Hetty McKinnon"",""ingredients"":[""oats"",""spinach"",""eggplant""],""cooking_method"":""slow cooking""}",1,
SYN178,Need a healthy and filling breakfast with oats and some veggies 😋,"{""occasion"":""breakfast"",""author_style"":""Hetty McKinnon"",""ingredients"":[""oats"",""spinach"",""eggplant""],""cooking_method"":""slow cooking""}",1,
SYN179,what's a good recipe i can make slow cooking oats and spinach and eggplant?,"{""occasion"":""breakfast"",""author_style"":""Hetty McKinnon"",""ingredients"":[""oats"",""spinach"",""eggplant""],""cooking_method"":""slow cooking""}",1,
SYN180,"slow cooker bfst ideas? i have oats, spinach n eggplant and i wanna cook something yum!","{""occasion"":""breakfast"",""author_style"":""Hetty McKinnon"",""ingredients"":[""oats"",""spinach"",""eggplant""],""cooking_method"":""slow cooking""}",1,
SYN181,"i need a dinner party recipe with fish and asparagus, preferably roasted like yotam ottolenghi style","{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""fish"",""tomato"",""asparagus""],""cooking_method"":""roasting""}",1,
SYN182,Can u suggest a delicious roasted fish dish w/ tomato and asparagus for a dinner party?,"{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""fish"",""tomato"",""asparagus""],""cooking_method"":""roasting""}",1,
SYN183,looking for a simple roasted fish recipe. want to include tomatoes and asparagus for my dinner party,"{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""fish"",""tomato"",""asparagus""],""cooking_method"":""roasting""}",1,
SYN184,whats a good way to roast fish and asparagus? i want it to taste like ottolenghi's style.,"{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""fish"",""tomato"",""asparagus""],""cooking_method"":""roasting""}",1,
SYN185,RoasT fish with asparagus and tomatoes?? need it for a dinner party! thx 😊,"{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""fish"",""tomato"",""asparagus""],""cooking_method"":""roasting""}",1,
SYN186,"Looking for a quick weeknight recipe with sweet potato, lentils, and cabbage that I can sauté?","{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""lentils"",""cabbage""],""cooking_method"":""sautéing""}",1,
SYN187,Can u recommend a weeknight meal that uses sweet potato and lentils? I love Hetty McKinnon’s style! 😊,"{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""lentils"",""cabbage""],""cooking_method"":""sautéing""}",1,
SYN188,whats a super simple sauté recipe for a weeknight dinner with lentils and cabbage?,"{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""lentils"",""cabbage""],""cooking_method"":""sautéing""}",1,
SYN189,"I need a fast recipe for dinner tonight, using cabbage and sweet potato - maybe something veggie like Hetty McKinnon?","{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""lentils"",""cabbage""],""cooking_method"":""sautéing""}",1,
SYN190,"hey! what’s good for dinner using sweet potato, lentils, and cabbage? need something easy to sauté.","{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""lentils"",""cabbage""],""cooking_method"":""sautéing""}",1,
SYN191,hey i need a no bake brunch recipe that uses oats and chocolate 🍫,"{""occasion"":""brunch"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""chocolate"",""almonds""],""cooking_method"":""no bake""}",1,
SYN192,What’s a yummy ERIC KIM style recipe for brunch with oats and almonds?,"{""occasion"":""brunch"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""chocolate"",""almonds""],""cooking_method"":""no bake""}",1,
SYN193,"looking for something quick for brunch, maybe no bake? I’ve got oats and choclate","{""occasion"":""brunch"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""chocolate"",""almonds""],""cooking_method"":""no bake""}",1,
SYN194,"Can u suggest an easy, no-bake brunch idea with almonds? Preferably something chocoalte based!","{""occasion"":""brunch"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""chocolate"",""almonds""],""cooking_method"":""no bake""}",1,
SYN195,do u have any chocolate oats no bake reciepes? 🙏 brunch ideas pls!,"{""occasion"":""brunch"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""chocolate"",""almonds""],""cooking_method"":""no bake""}",1,
SYN196,"looking for a no bake dessert with chocolate and brownies, something like yotam ottolenghi would make","{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""brownies"",""chocolate""],""cooking_method"":""no bake""}",1,
SYN197,"Can you recommend a dessert recipe that uses brownies and chocolate, preferably no-bake?","{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""brownies"",""chocolate""],""cooking_method"":""no bake""}",1,
SYN198,"i want a yummy dessert recipe, maybe brownies but no bake? like yotam ottolenghi style 🍫😋","{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""brownies"",""chocolate""],""cooking_method"":""no bake""}",1,
SYN199,"need no bake choclate brownies recipe, help me out pls! 🎉","{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""brownies"",""chocolate""],""cooking_method"":""no bake""}",1,
SYN200,whats a good no bake choc brownie dessert? thx!,"{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""brownies"",""chocolate""],""cooking_method"":""no bake""}",1,
SYN201,"Looking for a no-bake brunch recipe using zucchini, quinoa, and spinach inspired by Yotam Ottolenghi.","{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""zucchini"",""quinoa"",""spinach""],""cooking_method"":""no bake""}",1,
SYN202,"any ideas for a quick brunch? something with spinach and zukes, no baking pls! 😋","{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""zucchini"",""quinoa"",""spinach""],""cooking_method"":""no bake""}",1,
SYN203,what's a good recipe for brunch that includes quinoa and spinach? preferably something yotam would make,"{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""zucchini"",""quinoa"",""spinach""],""cooking_method"":""no bake""}",1,
SYN204,"need a healthy, no bake brunch recipe that features zucchini and quinoa, any suggestions?","{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""zucchini"",""quinoa"",""spinach""],""cooking_method"":""no bake""}",1,
SYN205,"can u give me a recipe with spinach, quinoa and zucchini? looking for brunch ideas! no bake pls","{""occasion"":""brunch"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""zucchini"",""quinoa"",""spinach""],""cooking_method"":""no bake""}",1,
SYN206,"can you give me a quick weeknight recipe with sweet potato, lentils and cabbage","{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""lentils"",""cabbage""],""cooking_method"":""roasting""}",1,
SYN207,need a recpie for dinner tonight using lentils and roasted cabbage 😋,"{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""lentils"",""cabbage""],""cooking_method"":""roasting""}",1,
SYN208,what’s an easy roasted veggie dish i can make with sweet potatoes and cabbage for a weeknight?,"{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""lentils"",""cabbage""],""cooking_method"":""roasting""}",1,
SYN209,"i wanna try somthing new with lentils and sweet potaTOes, any ideas?","{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""lentils"",""cabbage""],""cooking_method"":""roasting""}",1,
SYN210,"looking for weeknight dinner ideas that use sweet potato and cabbage, keep it simple plz!","{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""sweet potato"",""lentils"",""cabbage""],""cooking_method"":""roasting""}",1,
SYN211,What’s a delicious summer picnic recipe with eggplant and tomato that hetty mckinnon would make?,"{""occasion"":""summer picnic"",""author_style"":""Hetty McKinnon"",""ingredients"":[""eggplant"",""barley"",""tomato""],""cooking_method"":""sautéing""}",1,
SYN212,looking for somehealthy sautéed barley dish  for our picnic 🌞🍆,"{""occasion"":""summer picnic"",""author_style"":""Hetty McKinnon"",""ingredients"":[""eggplant"",""barley"",""tomato""],""cooking_method"":""sautéing""}",1,
SYN213,"any recommendations for a summer picnic dish with barley, eggplant and tomato?","{""occasion"":""summer picnic"",""author_style"":""Hetty McKinnon"",""ingredients"":[""eggplant"",""barley"",""tomato""],""cooking_method"":""sautéing""}",1,
SYN214,SUMMER PICNIC recipe ideas pls! need somethng with TOMATO and EGGPLANT 🙏,"{""occasion"":""summer picnic"",""author_style"":""Hetty McKinnon"",""ingredients"":[""eggplant"",""barley"",""tomato""],""cooking_method"":""sautéing""}",1,
SYN215,can u give me a quick sautéed recipe for barley and eggplant or sumthing for a picnic?,"{""occasion"":""summer picnic"",""author_style"":""Hetty McKinnon"",""ingredients"":[""eggplant"",""barley"",""tomato""],""cooking_method"":""sautéing""}",1,
SYN216,looking for a grilled fish recipe using kimchi and rice for my dinner party,"{""occasion"":""dinner party"",""author_style"":""Eric Kim"",""ingredients"":[""fish"",""kimchi"",""rice""],""cooking_method"":""grilling""}",1,
SYN217,Anyone have an amazing easy recipe for fish and kimchi? dinner party vibes 🎉,"{""occasion"":""dinner party"",""author_style"":""Eric Kim"",""ingredients"":[""fish"",""kimchi"",""rice""],""cooking_method"":""grilling""}",1,
SYN218,wHats a good way to grill fish with kimchi n rice for dinner?,"{""occasion"":""dinner party"",""author_style"":""Eric Kim"",""ingredients"":[""fish"",""kimchi"",""rice""],""cooking_method"":""grilling""}",1,
SYN219,"need something for my dinner party, like grilled fish with kimchi and rice 🤔","{""occasion"":""dinner party"",""author_style"":""Eric Kim"",""ingredients"":[""fish"",""kimchi"",""rice""],""cooking_method"":""grilling""}",1,
SYN220,"grilling fish and want a quick recipe, maybe with kimchi and rice too, please!","{""occasion"":""dinner party"",""author_style"":""Eric Kim"",""ingredients"":[""fish"",""kimchi"",""rice""],""cooking_method"":""grilling""}",1,
SYN221,i want a slow cooker breakfast recipe using oats beans and spinach,"{""occasion"":""breakfast"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""beans"",""spinach""],""cooking_method"":""slow cooking""}",1,
SYN222,"Can u suggest a healthy breakfast with spinach, oats & beans?","{""occasion"":""breakfast"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""beans"",""spinach""],""cooking_method"":""slow cooking""}",1,
SYN223,what's the best way to prepare oats and beans in a slow cooker for breakfast,"{""occasion"":""breakfast"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""beans"",""spinach""],""cooking_method"":""slow cooking""}",1,
SYN224,"need some breakfast ideas🥣 using oats, spinach, and beans pls!","{""occasion"":""breakfast"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""beans"",""spinach""],""cooking_method"":""slow cooking""}",1,
SYN225,looking for a quick oats beans spinach dish - slow cooking would be great!!!,"{""occasion"":""breakfast"",""author_style"":""Eric Kim"",""ingredients"":[""oats"",""beans"",""spinach""],""cooking_method"":""slow cooking""}",1,
SYN226,what's a quick weeknight dinner with chicken asparagus and pasta?,"{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""asparagus"",""chicken"",""pasta""],""cooking_method"":""sautéing""}",1,
SYN227,"need an easy sautéing recipe using chickn, asparagus, and pasta for tonite","{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""asparagus"",""chicken"",""pasta""],""cooking_method"":""sautéing""}",1,
SYN228,"hey, looking for a hettey mckinnon style recipe with asparagas, chicken, and pasta","{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""asparagus"",""chicken"",""pasta""],""cooking_method"":""sautéing""}",1,
SYN229,i want a simple weeknight dish with pasta and asparagus 😋,"{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""asparagus"",""chicken"",""pasta""],""cooking_method"":""sautéing""}",1,
SYN230,quick recipe for sautéing chicken w/ pasta and asparagus pls thx!!,"{""occasion"":""weeknight"",""author_style"":""Hetty McKinnon"",""ingredients"":[""asparagus"",""chicken"",""pasta""],""cooking_method"":""sautéing""}",1,
SYN231,"Can you give me a fancy dinner party recipe with tofu, zucchini, and quinoa? I'm thinking roasted style.","{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""tofu"",""zucchini"",""quinoa""],""cooking_method"":""roasting""}",1,
SYN232,"what's a good ottolenghi recipe i can do for my dinner party with zucchini, tofu n quinoa?","{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""tofu"",""zucchini"",""quinoa""],""cooking_method"":""roasting""}",1,
SYN233,"i wanna do a roasted dish for dinner party using zucchini and tofu, got any ideas?","{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""tofu"",""zucchini"",""quinoa""],""cooking_method"":""roasting""}",1,
SYN234,need help with dinner party menu!! thinking roasted quinoa w/ tofu and zuchini 🍽️,"{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""tofu"",""zucchini"",""quinoa""],""cooking_method"":""roasting""}",1,
SYN235,"Roasting tofu and zucchinis for a dinner party, looking for ottolenghi inspired ideas plz","{""occasion"":""dinner party"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""tofu"",""zucchini"",""quinoa""],""cooking_method"":""roasting""}",1,
SYN236,"Can u give me a no bake dessert that has cookies, brownies and ice cream just like Yotam Ottolenghi style?","{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""cookies"",""brownies"",""ice cream""],""cooking_method"":""no bake""}",1,
SYN237,looking for a yummy no-bake dessert. any ideas with brownies and ice cream??,"{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""cookies"",""brownies"",""ice cream""],""cooking_method"":""no bake""}",1,
SYN238,"I want to make an easy Ottolenghi dessert—something with cookies, brownies, and ice cream, no bake please!","{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""cookies"",""brownies"",""ice cream""],""cooking_method"":""no bake""}",1,
SYN239,"need a no bake dessert recipe 🍰 with cookies and brownies, something from Yotam Ottolenghi?","{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""cookies"",""brownies"",""ice cream""],""cooking_method"":""no bake""}",1,
SYN240,what’s a good no bake recipe that combines cookies brownies and ice cream? asking for a friend 😄,"{""occasion"":""dessert"",""author_style"":""Yotam Ottolenghi"",""ingredients"":[""cookies"",""brownies"",""ice cream""],""cooking_method"":""no bake""}",1,
SYN241,"hii! can u suggest a no-cook recipe for a summer picnic with sweet potato, cabbage and fish?","{""occasion"":""summer picnic"",""author_style"":""Eric Kim"",""ingredients"":[""sweet potato"",""cabbage"",""fish""],""cooking_method"":""no cook""}",1,
